track_name,size_bytes,price,rating_count_tot,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic,currency_USD,cont_rating_12+,cont_rating_17+,cont_rating_4+,cont_rating_9+,prime_genre_Book,prime_genre_Business,prime_genre_Catalogs,prime_genre_Education,prime_genre_Entertainment,prime_genre_Finance,prime_genre_Food & Drink,prime_genre_Games,prime_genre_Health & Fitness,prime_genre_Lifestyle,prime_genre_Medical,prime_genre_Music,prime_genre_Navigation,prime_genre_News,prime_genre_Photo & Video,prime_genre_Productivity,prime_genre_Reference,prime_genre_Shopping,prime_genre_Social Networking,prime_genre_Sports,prime_genre_Travel,prime_genre_Utilities,prime_genre_Weather,user_rating
Lords & Castles - Medieval War Strategy MMO Games,0.1460977009,-0.2959602425,-0.1644424311,0.1707532213,0.6510506681,0.5764707749,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Roll the Ball™ - slide puzzle,-0.07039566801,-0.2959602425,0.1058715675,0.1707532213,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Get 'Em,1.448527487,-0.1262246341,-0.1697108604,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Analog Tokyo,-0.5016918087,-0.1262246341,-0.1699881461,1.508561771,0.6510506681,-0.05491868895,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
Spring Cleaning 2,-0.552289985,-0.1262246341,-0.1700409625,0.1707532213,-1.866741733,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Burly Men at Sea,0.02664689019,0.5595758037,-0.1696052277,-0.09680848864,0.6510506681,0.5764707749,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Hovercraft - Build Fly Retry,-0.2560534569,-0.2959602425,0.01624224833,0.1707532213,0.6510506681,0.7027486677,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Google Photos - unlimited photo and video storage,-0.1083557039,-0.2959602425,1.001517759,-0.09680848864,0.6510506681,8.784533805,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
さすゆう -さすがは勇者様です-無料放置系お手軽RPG!!,-0.4131364474,-0.2959602425,-0.1702390237,0.1707532213,-0.3560662923,-0.3074744745,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impulse GP - Super Bike Racing,-0.1632017551,-0.2959602425,-0.1682980235,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Exit Zone,-0.5079381803,-0.2959602425,-0.1586854506,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RAD Boarding,-0.2165026061,-0.2959602425,-0.1577743689,0.1707532213,0.6510506681,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Evil Minds: Dirty Charades!,-0.2109832197,-0.1262246341,-0.165221472,0.1707532213,-1.363183253,-0.56003026,0.08364175006,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Fruit Nibblers,-0.1340425176,-0.2959602425,0.02128620825,-0.09680848864,0.6510506681,0.7027486677,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Ys Chronicles 1,0.6991596015,0.5595758037,-0.1686809419,0.7058766412,0.6510506681,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Puzzle it to 10,-0.400056414,-0.2959602425,-0.1698825135,0.1707532213,-1.866741733,-0.05491868895,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Blackbox - think outside the box,-0.2749066088,-0.2959602425,0.8868534976,-0.09680848864,-1.866741733,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Moji™,-0.4760192496,-0.2959602425,-0.1644424311,-0.09680848864,-1.866741733,-0.56003026,0.08364175006,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Shooty Skies - Endless Arcade Flyer,0.06225491486,-0.2959602425,0.05354378438,-0.09680848864,0.6510506681,2.091805488,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
黄金日-贵金属理财投资黄金白银,-0.410088811,-0.2959602425,-0.1702390237,-0.09680848864,-1.866741733,-0.3074744745,0.08364175006,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streaks,-0.369734,0.3881256942,-0.1401469173,-0.09680848864,-1.866741733,2.596917059,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
One More Bounce,-0.2405159281,-0.2959602425,-0.168535697,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
One More Jump,-0.2459013211,-0.2959602425,-0.1595965324,0.1707532213,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Cookie Run: OvenBreak,-0.2092242004,-0.2959602425,-0.1441477546,-0.09680848864,0.6510506681,0.7027486677,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Dragon Hills,-0.06718267811,0.04522547531,-0.09751093151,0.1707532213,0.6510506681,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Egz – The Origin of the Universe,0.003192349035,0.3881256942,-0.1696712481,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SmartForm - 見積書・納品書・請求書・領収書作成ソフトの新定番！,-0.5041550059,0.7310259131,-0.1702390237,-0.09680848864,-1.363183253,-0.4337523673,0.08364175006,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coco Pony - My Dream Pet,0.1589382568,-0.2959602425,-0.1487559798,0.1707532213,0.6510506681,0.7027486677,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
PlayGround • Music At Your Fingertips,-0.0244273902,-0.2959602425,-0.1682584112,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
グルータ / 最新ニュースまとめをグループチャットで！(Grouta),-0.4210363542,-0.2959602425,-0.1702390237,-0.09680848864,-1.866741733,-0.4337523673,0.08364175006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Go Karts - VR,-0.2920919709,-0.2959602425,-0.1699749421,0.7058766412,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Hiking Project,-0.3075525247,-0.2959602425,-0.1669776151,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
the SOUL of SEVENS【ソウル オブ セブンス】,-0.08420553763,-0.2959602425,-0.1702390237,0.7058766412,-1.363183253,-0.4337523673,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drive Ahead!,0.1418384224,-0.2959602425,0.09088493267,0.7058766412,0.6510506681,1.460416024,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Bubble Shoot Pet,-0.3920082592,-0.2959602425,-0.1581704914,0.1707532213,0.6510506681,-0.3074744745,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LOOPIMAL by YATATOY,-0.3928777906,0.3881256942,-0.1658024517,1.508561771,0.1474921879,-0.05491868895,0.08364175006,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
My Water Balance: Daily Drink Tracker & Reminder,-0.2992477869,-0.2959602425,-0.149099286,-0.09680848864,0.6510506681,0.9553044532,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
OK K.O.! Lakewood Plaza Turbo,3.941206102,-0.2959602425,-0.1645612678,-0.09680848864,0.6510506681,0.1976370966,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SUDOKU -The puzzle game that makes your brain younger!-,-0.4999898078,-0.2959602425,-0.1702390237,0.1707532213,-1.866741733,0.1976370966,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legend of Grimrock,2.828747551,0.5595758037,-0.164270778,0.1707532213,0.6510506681,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Farming PRO 2015,-0.1586773407,0.04522547531,-0.1628447369,0.7058766412,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
World Craft - Epic Dream Island,-0.1367252358,-0.2959602425,-0.1424840401,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
21 Days Metabolic Diet,-0.5159435713,0.2166755848,-0.1702390237,0.7058766412,-1.363183253,-0.05491868895,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Pics - pregnancy & baby milestone photos,-0.02875223995,0.2166755848,-0.1455209793,-0.09680848864,0.6510506681,0.8290265604,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
AO Creator - Creator for Pokémon,-0.3103863419,0.9024760226,-0.1566124095,0.1707532213,-1.866741733,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
Kiwi - Q&A,-0.2707585162,-0.2959602425,-0.1499311432,-0.09680848864,0.1474921879,3.607140201,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
Final Guitar - absolute guitar app,-0.4079392153,-0.1262246341,-0.1702390237,0.7058766412,-1.866741733,-0.4337523673,0.08364175006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pinata Hunter 3,-0.4463725044,-0.2959602425,-0.1676114111,1.508561771,-0.3560662923,1.334138132,-11.95575175,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
网易考拉海购—新人免费领取1000元优惠券,-0.3384109122,-0.2959602425,-0.1699353298,-0.09680848864,-1.866741733,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
Pancake – The Game,-0.5209070278,-0.2959602425,-0.1054994021,0.7058766412,-0.3560662923,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
KORG iM1,-0.2890899493,4.84582854,-0.1657760435,-3.575110718,0.6510506681,3.228306523,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
Blackthorn Castle,-0.2376393471,0.2166755848,-0.1649705944,0.7058766412,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Focus To-Do: The Best Focus Timer for Work & Study,-0.4369559066,-0.1262246341,-0.1595041038,-0.09680848864,0.6510506681,0.4501928821,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
ピグパーティ - きせかえ・アバターで楽しむトークアプリ,-0.2676567123,-0.2959602425,-0.1702258196,0.1707532213,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Knotmania,-0.4708590795,0.2166755848,-0.1700541666,-0.09680848864,0.6510506681,-0.05491868895,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Pathfinder Adventures,1.477401633,-0.2959602425,-0.1504593066,0.1707532213,0.1474921879,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
My New Baby Story - Makeup Spa & Dressup Games,-0.3988647283,-0.2959602425,-0.153694307,-0.09680848864,0.1474921879,2.470639166,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GOAT: Buy & Sell Sneakers,-0.1816500759,-0.2959602425,-0.1290950994,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
Ringtone Remixes - Marimba Remix Ringtones,-0.5169984127,-0.2959602425,-0.1674265539,-0.09680848864,-1.866741733,-0.56003026,0.08364175006,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LINE FIGHTERS,-0.1747793522,-0.2959602425,-0.1702258196,0.1707532213,0.6510506681,-0.1811965817,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Vikings: War of Clans,-0.15852054,-0.2959602425,-0.06501568187,0.1707532213,0.6510506681,0.3239149894,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Devious Dungeon 2,-0.2362823079,0.2166755848,-0.1658156557,0.7058766412,0.6510506681,-0.56003026,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Escape Game Darkness LittleRedHood,0.976420388,-0.2959602425,-0.1702258196,0.1707532213,-1.866741733,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Little Panda Mini Games-3D,0.674464909,-0.2959602425,-0.170120187,0.1707532213,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Layout from Instagram,-0.5283650416,-0.2959602425,-0.003656305589,-0.09680848864,-1.866741733,2.723194952,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
Doom & Destiny Advanced,-0.2368182813,0.2166755848,-0.168694146,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
YAHTZEE® With Buddies: The Classic Dice Game,0.6159867823,-0.2959602425,0.3638133398,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Air Display 3,-0.3856820617,1.416826351,-0.1672284927,0.1707532213,0.1474921879,0.1976370966,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Noodles!,-0.4690772528,0.04522547531,-0.1581308791,-0.09680848864,0.6510506681,0.4501928821,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Rush Rally 2,-0.1049317457,-0.1262246341,-0.1684564725,0.1707532213,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Cyber Reversi,-0.4091736648,-0.2959602425,-0.1702390237,0.7058766412,0.6510506681,-0.1811965817,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
激ムズ！和のひとふで書き！ 〜頭をつかう脳トレパズルゲーム〜,-0.2892381972,-0.2959602425,-0.1702390237,0.1707532213,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winterstate,-0.1403088457,-0.2959602425,-0.1688129827,0.1707532213,0.6510506681,0.3239149894,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Bike Race Level 100,-0.2806996837,-0.2959602425,-0.1702258196,0.7058766412,0.6510506681,-0.4337523673,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Adobe Spark Page — Create Stunning Web Pages,-0.2200120919,-0.2959602425,-0.1368591005,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
ACDSee Pro,-0.2606177841,0.9024760226,-0.1685224929,-0.09680848864,0.6510506681,0.5764707749,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
Robocide,0.124330906,-0.2959602425,-0.1623297777,0.1707532213,0.6510506681,0.3239149894,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Sonic Dash 2: Sonic Boom,-0.02320434436,-0.2959602425,-0.09501535971,-0.09680848864,0.6510506681,0.1976370966,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Hoverboard Simulator,-0.4724612981,-0.2959602425,-0.1659476966,0.7058766412,-0.8596247725,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
High Dive,-0.2177484593,-0.2959602425,-0.1669512069,-0.09680848864,-0.3560662923,0.8290265604,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Unison League,-0.3541451546,-0.2959602425,0.3105744749,0.7058766412,0.6510506681,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Goat Simulator GoatZ,0.5841676339,0.5595758037,-0.1301646301,0.7058766412,0.6510506681,-0.56003026,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Smurfs Epic Run - Fun Platform Adventure,0.3801185427,-0.2959602425,-0.1445702853,-0.09680848864,0.6510506681,0.8290265604,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RAID HQ,-0.135758773,-0.2959602425,-0.1605076142,0.1707532213,0.6510506681,0.8290265604,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Stray Cat Simulator,-0.0789797963,-0.1262246341,-0.1452568976,0.7058766412,0.6510506681,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Sky Whale - a Game Shakers App,0.2995657214,-0.2959602425,-0.1273521603,0.1707532213,0.6510506681,0.9553044532,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Imbroglio,-0.4407960995,0.3881256942,-0.1678094724,0.7058766412,-0.3560662923,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
The Walking Dead: Road to Survival - Strategy Game,-0.1337061087,-0.2959602425,0.04255798686,0.1707532213,0.6510506681,0.8290265604,0.08364175006,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Eye Training Cocololo-3dステレオグラム視力回復アプリ-,-0.3698879498,-0.2959602425,-0.1701597992,-0.09680848864,-1.866741733,-0.56003026,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Xenowerk,-0.1074519614,-0.1262246341,-0.15732543,-0.09680848864,0.6510506681,0.5764707749,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Geki Yaba Runner,-0.2266233817,-0.2959602425,-0.1696976563,0.1707532213,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UNKILLED: MULTIPLAYER ZOMBIE SURVIVAL SHOOTER GAME,1.645834146,-0.2959602425,-0.1222553841,-0.09680848864,0.6510506681,0.8290265604,0.08364175006,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Hello Kitty Lunchbox – Food Maker,0.7778194101,-0.2959602425,-0.1610753897,0.1707532213,0.6510506681,1.081582346,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
My Friend Scooby-Doo!,1.116868245,0.2166755848,-0.169182697,0.7058766412,0.6510506681,0.3239149894,0.08364175006,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Nom Cat - Endless feeding frenzy arcade game,-0.3728158475,-0.2959602425,-0.09556993122,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
HoPiKo,-0.3194180651,0.04522547531,-0.1629371655,0.7058766412,0.1474921879,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Adventures of Poco Eco - Lost Sounds: Experience Music and Animation Art in an Indie Game,2.13624702,0.3881256942,-0.1682848194,1.508561771,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
The Last Vikings,-0.3062867151,-0.2959602425,-0.1052881367,-0.09680848864,0.1474921879,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Musical Video Maker - Create Music clips lip sync,-0.4750128739,-0.2959602425,-0.166013717,-0.09680848864,-0.3560662923,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
Solitairica,0.02410671805,0.3881256942,-0.1645480637,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
A high resolution music player - NePLAYER,-0.4933585616,2.274076898,-0.1698825135,0.1707532213,-0.3560662923,-0.1811965817,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
New Emoji - Extra Emoji Stickers,-0.2952336877,0.04522547531,-0.1668983906,-0.09680848864,0.6510506681,-0.4337523673,0.08364175006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
The Walking Dead: No Man's Land,1.044052828,-0.2959602425,0.1072579963,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
rop,-0.4948609979,-0.1262246341,-0.139631958,0.7058766412,0.6510506681,0.8290265604,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
The Quest Keeper,-0.2216741799,-0.2959602425,-0.1407675092,0.7058766412,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Free Music Play - Mp3 Streamer & Player,-0.5017146161,-0.2959602425,-0.1372816312,0.1707532213,0.6510506681,3.228306523,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
Into Light,0.709579724,-0.1262246341,-0.1700013502,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Splendor™,-0.1910096552,0.2166755848,-0.1643764106,0.1707532213,0.6510506681,-0.3074744745,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Cosmic-Watch,-0.05827354464,0.5595758037,-0.1691166766,0.1707532213,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Asphalt Xtreme: Offroad Rally Racing,2.689357387,-0.2959602425,-0.1179508529,-0.09680848864,0.6510506681,1.207860239,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
